Latitude,Longitude
13.149314264738983,77.36724758077177
13.101781030040696,77.36724758077177
13.096499559518664,77.36724758077177
13.091218088996632,77.36724758077177
13.085936618474602,77.36724758077177
13.08065514795257,77.36724758077177
13.07537367743054,77.36724758077177
13.070092206908507,77.36724758077177
13.064810736386475,77.36724758077177
13.059529265864443,77.36724758077177
13.05424779534241,77.36724758077177
13.144032794216953,77.36724758077177
13.048966324820379,77.36724758077177
13.043684854298347,77.36724758077177
13.038403383776314,77.36724758077177
13.033121913254282,77.36724758077177
13.02784044273225,77.36724758077177
13.022558972210218,77.36724758077177
12.816581621850979,76.95944632471165
12.811300151328947,76.95944632471165
12.806018680806915,76.95944632471165
13.117625441606792,76.95944632471165
13.11234397108476,76.95944632471165
13.107062500562728,76.95944632471165
13.149314264738983,76.9539355184856
13.101781030040696,76.9539355184856
13.096499559518664,76.9539355184856
13.091218088996632,76.9539355184856
13.085936618474602,76.9539355184856
13.08065514795257,76.9539355184856
13.07537367743054,76.9539355184856
13.070092206908507,76.9539355184856
13.064810736386475,76.9539355184856
13.059529265864443,76.9539355184856
13.05424779534241,76.9539355184856
13.144032794216953,76.9539355184856
13.048966324820379,76.9539355184856
13.043684854298347,76.9539355184856
13.038403383776314,76.9539355184856
13.033121913254282,76.9539355184856
13.02784044273225,76.9539355184856
13.022558972210218,76.9539355184856
13.017277501688188,76.9539355184856
13.011996031166156,76.9539355184856
13.006714560644125,76.9539355184856
13.001433090122093,76.9539355184856
13.13875132369492,76.9539355184856
12.996151619600061,76.9539355184856
12.99087014907803,76.9539355184856
12.985588678555997,76.9539355184856
12.980307208033965,76.96495713179145
12.975025737511933,76.96495713179145
12.9697442669899,76.96495713179145
12.964462796467869,76.96495713179145
12.959181325945837,76.96495713179145
12.953899855423806,76.96495713179145
12.948618384901774,76.96495713179145
13.133469853172889,76.96495713179145
12.943336914379742,76.96495713179145
12.938055443857712,76.96495713179145
12.93277397333568,76.96495713179145
12.927492502813648,76.96495713179145
12.922211032291615,76.96495713179145
12.916929561769583,76.96495713179145
12.911648091247551,76.96495713179145
12.90636662072552,76.96495713179145
12.901085150203487,76.96495713179145
12.895803679681455,76.96495713179145
13.128188382650857,76.96495713179145
12.890522209159425,76.96495713179145
12.885240738637393,76.96495713179145
12.87995926811536,76.96495713179145
12.874677797593328,76.96495713179145
12.869396327071296,76.96495713179145
12.864114856549266,76.96495713179145
12.858833386027234,76.96495713179145
12.853551915505202,76.96495713179145
12.84827044498317,76.96495713179145
12.842988974461138,76.96495713179145
13.122906912128824,76.96495713179145
12.837707503939106,76.96495713179145
12.832426033417073,76.96495713179145
12.827144562895043,76.96495713179145
13.059529265864443,76.97597874846645
13.05424779534241,76.97597874846645
13.144032794216953,76.97597874846645
13.048966324820379,76.97597874846645
13.043684854298347,76.97597874846645
13.038403383776314,76.97597874846645
13.033121913254282,76.97597874846645
13.02784044273225,76.97597874846645
13.022558972210218,76.97597874846645
13.017277501688188,76.97597874846645
13.011996031166156,76.97597874846645
13.006714560644125,76.97597874846645
13.001433090122093,76.97597874846645
13.13875132369492,76.97597874846645
12.996151619600061,76.97597874846645
12.99087014907803,76.97597874846645
12.985588678555997,76.97597874846645
13.017277501688188,77.36724758077177
12.927492502813648,77.36724758077177
12.811300151328947,77.36724758077177
12.964462796467869,77.31765003629683
12.858833386027234,77.31765003629683
13.07537367743054,77.31213919841336
12.975025737511933,77.31213919841336
12.842988974461138,77.31213919841336
13.059529265864443,77.30662836065025
