blr_1-1.tif,0.24
blr_1-10.tif,3.75
blr_1-11.tif,5.15
blr_1-12.tif,4.22
blr_1-13.tif,4.31
blr_1-14.tif,2.74
blr_1-15.tif,4.26
blr_1-16.tif,1.91
blr_1-17.tif,1.04
blr_1-18.tif,4.06
blr_1-19.tif,7.36
blr_1-2.tif,8.41
blr_1-20.tif,8.1
blr_1-21.tif,1.86
blr_1-22.tif,1.03
blr_1-23.tif,0.95
blr_1-24.tif,3.34
blr_1-26.tif,0.49
blr_1-27.tif,0.52
blr_1-28.tif,0.67
blr_1-29.tif,0.12
blr_1-3.tif,12.5
blr_1-30.tif,8.87
blr_1-31.tif,26.47
blr_1-32.tif,4.81
blr_1-33.tif,15.55
blr_1-34.tif,43.96
blr_1-35.tif,18.49
blr_1-36.tif,1.2
blr_1-37.tif,0.1
blr_1-38.tif,0.56
blr_1-39.tif,0.13
blr_1-4.tif,2.2
blr_1-40.tif,0.07
blr_1-42.tif,0.12
blr_1-43.tif,0.04
blr_1-44.tif,0.32
blr_1-45.tif,0.15
blr_1-46.tif,0.01
blr_1-47.tif,0.0
blr_1-48.tif,0.07
blr_1-49.tif,0.01
blr_1-5.tif,1.81
blr_1-50.tif,16.8
blr_1-51.tif,4.32
blr_1-52.tif,0.09
blr_1-53.tif,0.2
blr_1-54.tif,0.23
blr_1-55.tif,1.27
blr_1-56.tif,4.19
blr_1-57.tif,0.86
blr_1-59.tif,1.39
blr_1-6.tif,0.78
blr_1-60.tif,1.86
blr_1-61.tif,0.28
blr_1-62.tif,2.95
blr_1-63.tif,3.48
blr_1-64.tif,1.38
blr_1-65.tif,1.64
blr_1-66.tif,1.09
blr_1-67.tif,0.7
blr_1-68.tif,2.96
blr_1-69.tif,2.25
blr_1-7.tif,5.35
blr_1-70.tif,5.99
blr_1-71.tif,4.33
blr_1-72.tif,0.95
blr_1-8.tif,2.07
blr_1-9.tif,2.04
blr_2-10.tif,3.68
blr_2-11.tif,5.67
blr_2-12.tif,3.97
blr_2-13.tif,2.81
blr_2-14.tif,6.36
blr_2-15.tif,2.78
blr_2-16.tif,4.78
blr_2-17.tif,1.79
blr_2-18.tif,1.67
blr_2-19.tif,6.92
blr_2-2.tif,4.3
blr_2-20.tif,4.34
blr_2-21.tif,1.95
blr_2-22.tif,0.45
blr_2-23.tif,1.67
blr_2-24.tif,0.26
blr_2-25.tif,2.74
blr_2-27.tif,1.06
blr_2-28.tif,1.91
blr_2-29.tif,0.16
blr_2-3.tif,5.86
blr_2-30.tif,3.51
blr_2-31.tif,2.85
blr_2-32.tif,0.36
blr_2-33.tif,31.77
blr_2-34.tif,3.18
blr_2-35.tif,0.57
blr_2-36.tif,0.9
blr_2-37.tif,0.22
blr_2-38.tif,0.24
blr_2-39.tif,0.19
blr_2-4.tif,3.39
blr_2-40.tif,0.04
blr_2-41.tif,3.02
blr_1-25.tif,1.71
blr_1-41.tif,1.41
blr_1-58.tif,0.44
blr_10-1.tif,0.35
blr_10-26.tif,3.92
blr_10-42.tif,0.48
blr_10-59.tif,3.44
blr_11-1.tif,0.59
blr_11-26.tif,2.24
blr_11-42.tif,2.97
blr_11-59.tif,2.76
blr_12-1.tif,1.39
blr_12-26.tif,0.4
blr_12-42.tif,3.32
blr_12-59.tif,7.97
blr_13-1.tif,1.6
blr_2-43.tif,0.0
blr_2-44.tif,0.52
blr_2-45.tif,2.69
blr_2-46.tif,0.49
blr_2-47.tif,0.01
blr_2-48.tif,0.0
blr_2-49.tif,0.39
blr_2-5.tif,0.85
blr_2-50.tif,0.12
blr_2-51.tif,1.99
blr_2-52.tif,0.05
blr_2-53.tif,0.32
blr_2-54.tif,0.33
blr_2-55.tif,1.68
blr_2-56.tif,0.85
blr_2-57.tif,1.9
blr_2-58.tif,0.21
blr_2-6.tif,0.12
blr_2-60.tif,0.24
blr_2-61.tif,0.17
blr_2-62.tif,0.68
blr_2-63.tif,0.65
blr_2-64.tif,0.8
blr_2-65.tif,1.72
blr_2-66.tif,0.12
blr_2-67.tif,0.49
blr_2-68.tif,0.08
blr_2-69.tif,0.25
blr_2-7.tif,0.82
blr_2-70.tif,0.05
blr_2-71.tif,1.63
blr_2-72.tif,0.96
blr_2-8.tif,1.35
blr_2-9.tif,3.54
blr_20-1.tif,0.02
blr_3-11.tif,8.53
blr_3-12.tif,1.59
blr_3-13.tif,2.8
blr_3-14.tif,0.45
blr_3-15.tif,0.22
blr_3-16.tif,0.83
blr_3-17.tif,1.19
blr_3-18.tif,0.56
blr_3-19.tif,1.59
blr_3-2.tif,1.03
blr_3-20.tif,3.09
blr_3-21.tif,3.5
blr_3-22.tif,4.73
blr_3-23.tif,0.47
blr_3-24.tif,0.06
blr_3-25.tif,0.05
blr_3-26.tif,0.78
blr_3-28.tif,1.54
blr_3-29.tif,0.73
blr_3-3.tif,2.65
blr_3-30.tif,0.15
blr_3-31.tif,1.91
blr_3-32.tif,26.71
blr_3-33.tif,63.46
blr_3-34.tif,22.85
blr_3-35.tif,6.03
blr_3-36.tif,2.59
blr_3-37.tif,2.35
blr_3-38.tif,2.96
blr_3-39.tif,1.79
blr_3-4.tif,0.87
blr_3-40.tif,0.21
blr_3-41.tif,1.56
blr_3-42.tif,0.14
blr_3-44.tif,0.03
blr_3-45.tif,0.1
blr_3-46.tif,1.0
blr_3-47.tif,0.64
blr_3-48.tif,0.67
blr_3-49.tif,0.91
blr_3-5.tif,0.21
blr_3-50.tif,0.59
blr_3-51.tif,0.93
blr_3-52.tif,0.64
blr_3-53.tif,0.11
blr_3-54.tif,2.92
blr_3-55.tif,7.88
blr_3-56.tif,3.84
blr_3-57.tif,2.5
blr_3-58.tif,0.0
blr_3-59.tif,0.16
blr_3-60.tif,0.45
blr_3-61.tif,0.81
blr_3-62.tif,0.98
blr_3-63.tif,0.32
blr_3-64.tif,1.06
blr_3-65.tif,0.61
blr_3-66.tif,0.01
blr_3-67.tif,0.05
blr_3-68.tif,0.34
blr_3-69.tif,1.04
blr_3-7.tif,1.41
blr_3-70.tif,0.0
blr_3-71.tif,6.7
blr_3-72.tif,2.29
blr_3-8.tif,0.08
blr_3-9.tif,1.46
blr_30-1.tif,1.65
blr_30-10.tif,4.5
blr_4-12.tif,1.67
blr_4-13.tif,0.39
