104,65
105,94
106,64
107,64
110,43
118,47
119,48
120,62
125,39
126,52
127,58
149,100
193,28
202,74
21,103
22,103
24,26
41,75
41,99
43,69
44,71
46,72
46,73
46,74
59,101
60,101
61,101
65,10
66,11
66,12
69,15
