Area,Percentage,xval,yval
blr_12-54.jpg,7.65,12,54
blr_12-55.jpg,7.36,12,55
blr_12-56.jpg,2.0,12,56
blr_12-57.jpg,5.62,12,57
blr_12-58.jpg,2.9,12,58
blr_12-59.jpg,7.83,12,59
blr_12-6.jpg,8.33,12,6
blr_12-60.jpg,24.13,12,60
blr_12-61.jpg,12.2,12,61
blr_12-62.jpg,8.55,12,62
blr_12-63.jpg,2.93,12,63
blr_12-64.jpg,4.55,12,64
blr_12-65.jpg,14.84,12,65
blr_12-66.jpg,26.88,12,66
blr_12-7.jpg,0.66,12,7
blr_12-8.jpg,4.4,12,8
blr_12-9.jpg,4.84,12,9
blr_13-1.jpg,0.41,13,1
blr_13-10.jpg,4.61,13,10
blr_13-11.jpg,1.98,13,11
blr_13-12.jpg,4.03,13,12
blr_13-13.jpg,0.86,13,13
blr_13-14.jpg,7.54,13,14
blr_13-15.jpg,4.37,13,15
blr_13-16.jpg,3.15,13,16
blr_13-17.jpg,0.89,13,17
blr_13-18.jpg,0.43,13,18
blr_13-19.jpg,2.13,13,19
blr_13-2.jpg,5.91,13,2
blr_13-20.jpg,1.55,13,20
blr_13-21.jpg,1.27,13,21
blr_13-22.jpg,6.21,13,22
blr_13-23.jpg,2.97,13,23
blr_13-24.jpg,1.09,13,24
blr_13-25.jpg,0.26,13,25
blr_13-26.jpg,4.7,13,26
blr_13-27.jpg,2.84,13,27
blr_13-28.jpg,1.03,13,28
blr_13-29.jpg,1.51,13,29
blr_13-3.jpg,1.26,13,3
blr_13-30.jpg,2.0,13,30
blr_13-31.jpg,4.28,13,31
blr_13-32.jpg,0.51,13,32
blr_13-33.jpg,3.72,13,33
blr_13-34.jpg,6.03,13,34
blr_13-35.jpg,4.18,13,35
blr_13-36.jpg,2.8,13,36
blr_13-37.jpg,2.1,13,37
blr_13-38.jpg,1.27,13,38
blr_13-39.jpg,1.16,13,39
blr_13-4.jpg,7.26,13,4
blr_13-40.jpg,1.89,13,40
blr_13-41.jpg,20.43,13,41
blr_13-42.jpg,4.43,13,42
blr_13-43.jpg,0.41,13,43
blr_13-44.jpg,1.17,13,44
blr_13-45.jpg,0.39,13,45
blr_13-46.jpg,0.51,13,46
blr_13-47.jpg,6.97,13,47
blr_13-48.jpg,6.1,13,48
blr_13-49.jpg,2.31,13,49
blr_13-5.jpg,3.69,13,5
blr_13-50.jpg,8.93,13,50
blr_13-51.jpg,23.26,13,51
blr_13-52.jpg,7.01,13,52
blr_13-53.jpg,1.42,13,53
blr_13-54.jpg,3.46,13,54
blr_13-55.jpg,21.14,13,55
blr_13-56.jpg,14.2,13,56
blr_13-57.jpg,5.77,13,57
blr_13-58.jpg,33.43,13,58
blr_13-59.jpg,28.92,13,59
blr_13-6.jpg,10.76,13,6
blr_13-60.jpg,10.61,13,60
blr_13-61.jpg,4.09,13,61
blr_13-62.jpg,10.72,13,62
blr_13-63.jpg,20.46,13,63
blr_13-64.jpg,47.81,13,64
blr_13-65.jpg,43.19,13,65
blr_13-66.jpg,29.48,13,66
blr_13-7.jpg,1.17,13,7
blr_13-8.jpg,7.3,13,8
blr_13-9.jpg,2.28,13,9
blr_14-1.jpg,0.03,14,1
blr_14-10.jpg,1.76,14,10
blr_14-11.jpg,0.63,14,11
blr_14-12.jpg,3.6,14,12
blr_14-13.jpg,1.27,14,13
blr_14-14.jpg,1.83,14,14
blr_14-15.jpg,5.46,14,15
blr_14-16.jpg,2.08,14,16
blr_14-17.jpg,1.78,14,17
blr_14-18.jpg,0.81,14,18
blr_14-19.jpg,4.97,14,19
blr_14-2.jpg,0.09,14,2
blr_14-20.jpg,8.18,14,20
blr_14-21.jpg,3.08,14,21
blr_14-22.jpg,4.13,14,22
blr_14-23.jpg,2.34,14,23
blr_14-24.jpg,6.57,14,24
blr_14-25.jpg,0.98,14,25
blr_14-26.jpg,3.2,14,26
blr_14-27.jpg,7.52,14,27
blr_14-28.jpg,7.0,14,28
blr_14-29.jpg,6.85,14,29
blr_14-3.jpg,2.62,14,3
blr_14-30.jpg,1.8,14,30
blr_14-31.jpg,3.26,14,31
blr_14-32.jpg,5.48,14,32
blr_14-33.jpg,0.94,14,33
blr_14-34.jpg,1.42,14,34
blr_14-35.jpg,1.43,14,35
blr_14-36.jpg,0.73,14,36
blr_14-37.jpg,4.08,14,37
blr_14-38.jpg,1.04,14,38
blr_14-39.jpg,1.0,14,39
blr_14-4.jpg,2.47,14,4
blr_14-40.jpg,1.45,14,40
blr_14-41.jpg,0.75,14,41
blr_14-42.jpg,0.12,14,42
blr_14-43.jpg,2.04,14,43
blr_14-44.jpg,0.03,14,44
blr_14-45.jpg,0.02,14,45
blr_14-46.jpg,1.87,14,46
blr_14-47.jpg,1.62,14,47
blr_14-48.jpg,2.15,14,48
blr_14-49.jpg,2.3,14,49
blr_14-5.jpg,1.68,14,5
blr_14-50.jpg,5.22,14,50
blr_14-51.jpg,10.3,14,51
blr_14-52.jpg,4.29,14,52
blr_14-53.jpg,7.31,14,53
blr_14-54.jpg,18.83,14,54
blr_14-55.jpg,11.88,14,55
blr_14-56.jpg,29.1,14,56
blr_14-57.jpg,28.6,14,57
blr_14-58.jpg,20.67,14,58
blr_14-59.jpg,10.58,14,59
blr_14-6.jpg,0.64,14,6
blr_14-60.jpg,9.1,14,60
blr_14-61.jpg,12.04,14,61
blr_14-62.jpg,7.92,14,62
blr_14-63.jpg,17.65,14,63
blr_14-64.jpg,12.37,14,64
blr_14-65.jpg,29.58,14,65
blr_14-66.jpg,34.32,14,66
blr_14-7.jpg,2.49,14,7
blr_14-8.jpg,0.74,14,8
blr_14-9.jpg,1.3,14,9
blr_15-1.jpg,2.17,15,1
blr_15-10.jpg,2.87,15,10
blr_15-11.jpg,3.18,15,11
blr_15-12.jpg,10.43,15,12
blr_15-13.jpg,3.42,15,13
blr_15-14.jpg,2.17,15,14
blr_15-15.jpg,0.94,15,15
blr_15-16.jpg,3.54,15,16
blr_15-17.jpg,6.98,15,17
blr_15-18.jpg,4.97,15,18
blr_15-19.jpg,6.57,15,19
blr_15-2.jpg,0.01,15,2
blr_15-20.jpg,9.3,15,20
blr_15-21.jpg,5.39,15,21
blr_15-22.jpg,7.82,15,22
blr_15-23.jpg,0.35,15,23
blr_15-24.jpg,8.88,15,24
blr_15-25.jpg,0.8,15,25
blr_15-26.jpg,6.03,15,26
blr_15-27.jpg,7.93,15,27
blr_15-28.jpg,5.32,15,28
blr_15-29.jpg,6.27,15,29
blr_15-3.jpg,1.01,15,3
blr_15-30.jpg,4.63,15,30
blr_15-31.jpg,1.57,15,31
blr_15-32.jpg,1.94,15,32
blr_15-33.jpg,5.36,15,33
blr_15-34.jpg,5.18,15,34
blr_15-35.jpg,0.33,15,35
blr_15-36.jpg,2.96,15,36
blr_15-37.jpg,2.66,15,37
blr_15-38.jpg,2.6,15,38
blr_15-39.jpg,0.57,15,39
blr_15-4.jpg,1.58,15,4
blr_15-40.jpg,4.97,15,40
blr_15-41.jpg,9.32,15,41
blr_15-42.jpg,1.54,15,42
blr_15-43.jpg,11.01,15,43
blr_15-44.jpg,1.1,15,44
blr_15-45.jpg,6.43,15,45
blr_15-46.jpg,8.93,15,46
blr_15-47.jpg,5.77,15,47
blr_15-48.jpg,3.58,15,48
blr_15-49.jpg,1.67,15,49
blr_15-5.jpg,6.69,15,5
blr_15-50.jpg,6.91,15,50
blr_15-51.jpg,18.41,15,51
blr_15-52.jpg,8.01,15,52
blr_15-53.jpg,8.04,15,53
blr_15-54.jpg,10.17,15,54
blr_15-55.jpg,10.02,15,55
blr_15-56.jpg,23.89,15,56
blr_15-57.jpg,18.77,15,57
blr_15-58.jpg,3.97,15,58
blr_15-59.jpg,7.72,15,59
blr_15-6.jpg,4.31,15,6
blr_15-60.jpg,13.09,15,60
blr_15-61.jpg,15.58,15,61
blr_15-62.jpg,3.46,15,62
blr_15-63.jpg,10.64,15,63
blr_15-64.jpg,8.54,15,64
blr_15-65.jpg,10.76,15,65
blr_15-66.jpg,10.5,15,66
blr_15-7.jpg,6.48,15,7
blr_15-8.jpg,2.24,15,8
blr_15-9.jpg,1.69,15,9
blr_16-1.jpg,2.06,16,1
blr_16-10.jpg,3.85,16,10
blr_16-11.jpg,0.76,16,11
blr_16-12.jpg,6.9,16,12
blr_16-13.jpg,3.89,16,13
blr_16-14.jpg,3.16,16,14
blr_16-15.jpg,5.02,16,15
blr_16-16.jpg,2.23,16,16
blr_16-17.jpg,5.03,16,17
blr_16-18.jpg,12.77,16,18
blr_16-19.jpg,14.79,16,19
blr_16-2.jpg,2.32,16,2
blr_16-20.jpg,3.13,16,20
blr_16-21.jpg,1.43,16,21
blr_16-22.jpg,9.04,16,22
blr_16-23.jpg,15.42,16,23
blr_16-24.jpg,4.88,16,24
blr_16-25.jpg,2.61,16,25
blr_16-26.jpg,8.84,16,26
blr_16-27.jpg,22.09,16,27
blr_16-28.jpg,7.15,16,28
blr_16-29.jpg,11.76,16,29
blr_16-3.jpg,1.76,16,3
blr_16-30.jpg,1.23,16,30
blr_16-31.jpg,2.07,16,31
blr_16-32.jpg,5.79,16,32
blr_16-33.jpg,5.44,16,33
blr_16-34.jpg,1.38,16,34
blr_16-35.jpg,1.34,16,35
blr_16-36.jpg,6.26,16,36
blr_16-37.jpg,2.85,16,37
blr_16-38.jpg,7.89,16,38
blr_16-39.jpg,8.17,16,39
blr_16-4.jpg,2.01,16,4
blr_16-40.jpg,4.43,16,40
blr_16-41.jpg,4.67,16,41
blr_16-42.jpg,6.45,16,42
blr_16-43.jpg,3.23,16,43
blr_16-44.jpg,0.39,16,44
blr_16-45.jpg,0.59,16,45
blr_16-46.jpg,0.49,16,46
blr_16-47.jpg,1.01,16,47
blr_16-48.jpg,5.32,16,48
blr_16-49.jpg,10.37,16,49
blr_16-5.jpg,7.6,16,5
blr_16-50.jpg,7.06,16,50
blr_16-51.jpg,15.78,16,51
blr_16-52.jpg,7.1,16,52
blr_16-53.jpg,12.66,16,53
blr_16-54.jpg,20.58,16,54
blr_16-55.jpg,21.77,16,55
blr_16-56.jpg,3.21,16,56
blr_16-57.jpg,3.64,16,57
blr_16-58.jpg,3.14,16,58
blr_16-59.jpg,6.08,16,59
blr_16-6.jpg,9.13,16,6
blr_16-60.jpg,13.56,16,60
blr_16-61.jpg,17.32,16,61
blr_16-62.jpg,16.39,16,62
blr_16-63.jpg,21.24,16,63
blr_16-64.jpg,9.75,16,64
blr_16-65.jpg,9.76,16,65
blr_16-66.jpg,14.59,16,66
blr_16-7.jpg,10.31,16,7
blr_16-8.jpg,2.44,16,8
blr_16-9.jpg,5.22,16,9
blr_17-1.jpg,7.36,17,1
blr_17-10.jpg,2.92,17,10
blr_17-11.jpg,2.28,17,11
blr_17-12.jpg,0.47,17,12
blr_17-13.jpg,3.98,17,13
blr_17-14.jpg,9.68,17,14
blr_17-15.jpg,8.93,17,15
blr_17-16.jpg,6.3,17,16
blr_17-17.jpg,4.96,17,17
blr_17-18.jpg,1.35,17,18
blr_17-19.jpg,4.55,17,19
blr_17-2.jpg,7.36,17,2
blr_17-20.jpg,6.28,17,20
blr_17-21.jpg,1.04,17,21
blr_17-22.jpg,2.4,17,22
blr_17-23.jpg,33.62,17,23
blr_17-24.jpg,6.68,17,24
blr_17-25.jpg,7.57,17,25
blr_17-26.jpg,12.27,17,26
blr_17-27.jpg,15.42,17,27
blr_17-28.jpg,4.96,17,28
blr_17-29.jpg,9.37,17,29
blr_17-3.jpg,12.33,17,3
blr_17-30.jpg,3.22,17,30
blr_17-31.jpg,1.92,17,31
blr_17-32.jpg,1.8,17,32
blr_17-33.jpg,3.27,17,33
blr_17-34.jpg,2.88,17,34
blr_17-35.jpg,6.93,17,35
blr_17-36.jpg,5.66,17,36
blr_17-37.jpg,2.18,17,37
blr_17-38.jpg,19.68,17,38
blr_17-39.jpg,57.06,17,39
blr_17-4.jpg,1.87,17,4
blr_17-40.jpg,6.48,17,40
blr_17-41.jpg,10.0,17,41
blr_17-42.jpg,7.63,17,42
blr_17-43.jpg,9.01,17,43
blr_17-44.jpg,7.72,17,44
blr_17-45.jpg,17.14,17,45
blr_17-46.jpg,7.15,17,46
blr_17-47.jpg,1.21,17,47
blr_17-48.jpg,0.91,17,48
blr_17-49.jpg,20.24,17,49
blr_17-5.jpg,5.77,17,5
blr_17-50.jpg,12.16,17,50
blr_17-51.jpg,24.04,17,51
blr_17-52.jpg,8.83,17,52
blr_17-53.jpg,9.7,17,53
blr_17-54.jpg,21.77,17,54
blr_17-55.jpg,13.05,17,55
blr_17-56.jpg,6.17,17,56
blr_17-57.jpg,5.4,17,57
blr_17-58.jpg,8.22,17,58
blr_17-59.jpg,5.26,17,59
blr_17-6.jpg,5.09,17,6
blr_17-60.jpg,13.69,17,60
blr_17-61.jpg,17.67,17,61
blr_17-62.jpg,21.68,17,62
blr_17-63.jpg,25.33,17,63
blr_17-64.jpg,7.63,17,64
blr_17-65.jpg,5.47,17,65
blr_17-66.jpg,5.05,17,66
blr_17-7.jpg,4.3,17,7
blr_17-8.jpg,4.24,17,8
blr_17-9.jpg,7.0,17,9
blr_18-1.jpg,2.1,18,1
blr_18-10.jpg,3.31,18,10
blr_18-11.jpg,2.51,18,11
blr_18-12.jpg,4.51,18,12
blr_18-13.jpg,1.85,18,13
blr_18-14.jpg,4.41,18,14
blr_18-15.jpg,11.14,18,15
blr_18-16.jpg,1.91,18,16
blr_18-17.jpg,1.41,18,17
blr_18-18.jpg,1.15,18,18
blr_18-19.jpg,6.82,18,19
blr_18-2.jpg,10.33,18,2
blr_18-20.jpg,3.44,18,20
blr_18-21.jpg,0.83,18,21
blr_18-22.jpg,5.14,18,22
blr_18-23.jpg,28.93,18,23
blr_18-24.jpg,15.36,18,24
blr_18-25.jpg,13.7,18,25
blr_18-26.jpg,33.67,18,26
blr_18-27.jpg,21.81,18,27
blr_18-28.jpg,5.0,18,28
blr_18-29.jpg,9.24,18,29
blr_18-3.jpg,10.81,18,3
blr_18-30.jpg,6.13,18,30
blr_18-31.jpg,3.21,18,31
blr_18-32.jpg,3.59,18,32
blr_18-33.jpg,2.1,18,33
blr_18-34.jpg,4.47,18,34
blr_18-35.jpg,5.25,18,35
blr_18-36.jpg,5.26,18,36
blr_18-37.jpg,5.17,18,37
blr_18-38.jpg,5.35,18,38
blr_18-39.jpg,4.98,18,39
blr_18-4.jpg,2.59,18,4
blr_18-40.jpg,8.57,18,40
blr_18-41.jpg,4.62,18,41
blr_18-42.jpg,4.64,18,42
blr_18-43.jpg,21.92,18,43
blr_18-44.jpg,12.8,18,44
blr_18-45.jpg,2.03,18,45
blr_18-46.jpg,2.04,18,46
blr_18-47.jpg,4.81,18,47
blr_18-48.jpg,17.98,18,48
blr_18-49.jpg,14.65,18,49
blr_18-5.jpg,2.41,18,5
blr_18-50.jpg,24.07,18,50
blr_18-51.jpg,14.87,18,51
blr_18-52.jpg,20.9,18,52
blr_18-53.jpg,23.94,18,53
blr_18-54.jpg,10.14,18,54
blr_18-55.jpg,25.4,18,55
blr_18-56.jpg,24.08,18,56
blr_18-57.jpg,24.99,18,57
blr_18-58.jpg,25.6,18,58
blr_18-59.jpg,9.35,18,59
blr_18-6.jpg,0.04,18,6
blr_18-60.jpg,15.89,18,60
blr_18-61.jpg,10.62,18,61
blr_18-62.jpg,8.64,18,62
blr_18-63.jpg,11.52,18,63
blr_18-64.jpg,19.48,18,64
blr_18-65.jpg,10.71,18,65
blr_18-66.jpg,8.16,18,66
blr_18-7.jpg,0.67,18,7
blr_18-8.jpg,2.23,18,8
blr_18-9.jpg,6.57,18,9
blr_19-1.jpg,10.21,19,1
blr_19-10.jpg,9.95,19,10
blr_19-11.jpg,2.68,19,11
blr_19-12.jpg,5.42,19,12
blr_19-13.jpg,2.98,19,13
blr_19-14.jpg,6.91,19,14
blr_19-15.jpg,10.32,19,15
blr_19-16.jpg,1.91,19,16
blr_19-17.jpg,7.56,19,17
blr_19-18.jpg,6.39,19,18
blr_19-19.jpg,5.23,19,19
blr_19-2.jpg,13.78,19,2
blr_19-20.jpg,1.09,19,20
blr_19-21.jpg,0.7,19,21
blr_19-22.jpg,1.8,19,22
blr_19-23.jpg,16.35,19,23
blr_19-24.jpg,22.52,19,24
blr_19-25.jpg,23.4,19,25
blr_19-26.jpg,38.28,19,26
blr_19-27.jpg,23.2,19,27
blr_19-28.jpg,9.93,19,28
blr_19-29.jpg,16.13,19,29
blr_19-3.jpg,5.71,19,3
blr_19-30.jpg,22.92,19,30
blr_19-31.jpg,7.8,19,31
blr_19-32.jpg,7.33,19,32
blr_19-33.jpg,9.02,19,33
blr_19-34.jpg,2.29,19,34
blr_19-35.jpg,1.39,19,35
blr_19-36.jpg,0.3,19,36
blr_19-37.jpg,0.94,19,37
blr_19-38.jpg,8.39,19,38
blr_19-39.jpg,9.08,19,39
blr_19-4.jpg,0.43,19,4
blr_19-40.jpg,14.97,19,40
blr_19-41.jpg,25.9,19,41
blr_19-42.jpg,26.62,19,42
blr_19-43.jpg,9.64,19,43
blr_19-44.jpg,4.2,19,44
blr_19-45.jpg,2.54,19,45
blr_19-46.jpg,2.56,19,46
blr_19-47.jpg,14.23,19,47
blr_19-48.jpg,13.65,19,48
blr_19-49.jpg,18.41,19,49
blr_19-5.jpg,6.6,19,5
blr_19-50.jpg,18.51,19,50
blr_19-51.jpg,25.21,19,51
blr_19-52.jpg,21.04,19,52
blr_19-53.jpg,27.26,19,53
blr_19-54.jpg,12.53,19,54
blr_19-55.jpg,17.15,19,55
blr_19-56.jpg,17.46,19,56
blr_19-57.jpg,21.51,19,57
blr_19-58.jpg,22.29,19,58
blr_19-59.jpg,30.99,19,59
blr_19-6.jpg,1.02,19,6
blr_19-60.jpg,44.3,19,60
blr_19-61.jpg,12.43,19,61
blr_19-62.jpg,8.16,19,62
blr_19-63.jpg,24.9,19,63
blr_19-64.jpg,9.48,19,64
blr_19-65.jpg,1.16,19,65
blr_19-66.jpg,21.37,19,66
blr_19-7.jpg,2.73,19,7
blr_19-8.jpg,3.29,19,8
blr_19-9.jpg,0.66,19,9
blr_2-1.jpg,1.58,2,1
blr_2-10.jpg,4.5,2,10
blr_2-11.jpg,1.15,2,11
blr_2-12.jpg,7.41,2,12
blr_2-13.jpg,5.69,2,13
blr_2-14.jpg,0.62,2,14
blr_2-15.jpg,2.69,2,15
blr_2-16.jpg,8.09,2,16
