Number,Latitude,Longitude,Percentage
174,12.992180585861206,77.35347032546997,0.15
175,12.986773252487184,77.35347032546997,1.91
176,12.98136591911316,77.35347032546997,26.71
177,12.975958585739136,77.35347032546997,63.46
178,12.970551252365112,77.35347032546997,22.85
179,12.965143918991089,77.35347032546997,6.03
180,12.959736585617065,77.35347032546997,2.59
181,12.954329252243042,77.35347032546997,2.35
182,12.948921918869019,77.35347032546997,2.96
183,12.943514585494995,77.35347032546997,1.79
184,13.132771253585815,77.35347032546997,0.87
185,12.938107252120972,77.35347032546997,0.21
186,12.932699918746948,77.35347032546997,1.56
187,12.927292585372925,77.35347032546997,0.14
188,12.916477918624878,77.35347032546997,0.03
189,12.911070585250854,77.35347032546997,0.1
190,12.905663251876831,77.35347032546997,1.0
191,12.900255918502808,77.35347032546997,0.64
192,12.894848585128784,77.35347032546997,0.67
193,12.88944125175476,77.35347032546997,0.91
194,13.127363920211792,77.35347032546997,0.21
195,12.884033918380736,77.35347032546997,0.59
196,12.878626585006714,77.35347032546997,0.93
197,12.87321925163269,77.35347032546997,0.64
198,12.867811918258667,77.35347032546997,0.11
199,12.862404584884644,77.35347032546997,2.92
200,12.85699725151062,77.35347032546997,7.88
201,12.851589918136597,77.35347032546997,3.84
202,12.846182584762573,77.35347032546997,2.5
203,12.84077525138855,77.35347032546997,0.0
204,12.835367918014526,77.35347032546997,0.16
205,12.829960584640505,77.35347032546997,0.45
206,12.82455325126648,77.35347032546997,0.81
207,12.819145917892456,77.35347032546997,0.98
208,12.813738584518433,77.35347032546997,0.32
209,12.80833125114441,77.35347032546997,1.06
210,12.802923917770386,77.35347032546997,0.61
211,12.797516584396362,77.35347032546997,0.01
212,12.792109251022339,77.35347032546997,0.05
213,12.786701917648315,77.35347032546997,0.34
214,12.781294584274292,77.35347032546997,1.04
215,13.116549253463745,77.35347032546997,1.41
216,12.775887250900269,77.35347032546997,0.0
217,12.770479917526245,77.35347032546997,6.7
218,12.765072584152222,77.35347032546997,2.29
219,13.111141920089722,77.35347032546997,0.08
220,13.105734586715698,77.35347032546997,1.46
221,13.148993253707886,77.5000476837158,1.65
222,13.100327253341675,77.5000476837158,4.5
223,13.089512586593628,77.35889911651611,1.67
224,13.084105253219604,77.35889911651611,0.39
225,13.078697919845581,77.35889911651611,1.07
226,13.073290586471558,77.35889911651611,2.0
227,13.067883253097534,77.35889911651611,0.48
228,13.06247591972351,77.35889911651611,6.27
229,13.057068586349487,77.35889911651611,4.84
230,13.051661252975464,77.35889911651611,3.01
231,13.143585920333862,77.35889911651611,0.15
232,13.04625391960144,77.35889911651611,1.72
233,13.040846586227415,77.35889911651611,2.42
234,13.035439252853394,77.35889911651611,1.92
235,13.03003191947937,77.35889911651611,2.13
236,13.024624586105347,77.35889911651611,4.38
237,13.019217252731323,77.35889911651611,3.08
238,13.0138099193573,77.35889911651611,9.08
239,13.008402585983276,77.35889911651611,0.96
240,12.99758791923523,77.35889911651611,0.16
241,13.138178586959839,77.35889911651611,3.01
242,12.992180585861206,77.35889911651611,0.03
243,12.986773252487184,77.35889911651611,0.78
244,12.98136591911316,77.35889911651611,0.97
245,12.975958585739136,77.35889911651611,3.25
246,12.970551252365112,77.35889911651611,1.54
247,12.965143918991089,77.35889911651611,1.89
248,12.959736585617065,77.35889911651611,0.45
249,12.954329252243042,77.35889911651611,1.62
250,12.948921918869019,77.35889911651611,1.79
251,12.943514585494995,77.35889911651611,0.74
252,13.132771253585815,77.35889911651611,2.17
253,12.938107252120972,77.35889911651611,0.37
254,12.932699918746948,77.35889911651611,1.67
255,12.927292585372925,77.35889911651611,0.89
256,12.921885251998901,77.35889911651611,1.3
257,12.911070585250854,77.35889911651611,5.79
258,12.905663251876831,77.35889911651611,2.95
259,12.900255918502808,77.35889911651611,4.46
260,12.894848585128784,77.35889911651611,0.88
261,12.88944125175476,77.35889911651611,3.62
262,13.127363920211792,77.35889911651611,0.89
263,12.884033918380736,77.35889911651611,7.93
264,12.878626585006714,77.35889911651611,1.57
265,12.87321925163269,77.35889911651611,1.22
266,12.867811918258667,77.35889911651611,2.63
267,12.862404584884644,77.35889911651611,0.87
268,12.85699725151062,77.35889911651611,2.7
269,12.851589918136597,77.35889911651611,9.3
270,12.846182584762573,77.35889911651611,3.76
271,12.84077525138855,77.35889911651611,1.06
272,12.835367918014526,77.35889911651611,0.59
273,13.121956586837769,77.35889911651611,0.33
274,12.82455325126648,77.35889911651611,0.19
275,12.819145917892456,77.35889911651611,1.6
276,12.813738584518433,77.35889911651611,0.24
277,12.80833125114441,77.35889911651611,1.96
278,12.802923917770386,77.35889911651611,1.08
279,12.797516584396362,77.35889911651611,2.12
280,12.792109251022339,77.35889911651611,1.65
281,12.786701917648315,77.35889911651611,2.74
282,12.781294584274292,77.35889911651611,0.1
283,13.116549253463745,77.35889911651611,1.44
284,12.775887250900269,77.35889911651611,0.47
285,12.770479917526245,77.35889911651611,3.87
286,12.765072584152222,77.35889911651611,1.73
287,13.111141920089722,77.35889911651611,1.84
288,13.105734586715698,77.35889911651611,1.17
289,13.148993253707886,77.55433559417725,7.91
290,13.100327253341675,77.55433559417725,4.02
291,13.094919919967651,77.55433559417725,5.98
292,13.084105253219604,77.36432790756227,0.58
293,13.078697919845581,77.36432790756227,1.36
294,13.073290586471558,77.36432790756227,4.43
295,13.067883253097534,77.36432790756227,1.95
296,13.06247591972351,77.36432790756227,5.55
297,13.057068586349487,77.36432790756227,6.2
298,13.051661252975464,77.36432790756227,11.84
299,13.143585920333862,77.36432790756227,0.29
300,13.04625391960144,77.36432790756227,3.6
301,13.040846586227415,77.36432790756227,2.85
302,13.035439252853394,77.36432790756227,2.98
303,13.03003191947937,77.36432790756227,1.03
304,13.024624586105347,77.36432790756227,3.43
305,13.019217252731323,77.36432790756227,2.44
306,13.0138099193573,77.36432790756227,1.56
307,13.008402585983276,77.36432790756227,1.97
308,13.002995252609253,77.36432790756227,0.13
309,13.138178586959839,77.36432790756227,0.37
310,12.992180585861206,77.36432790756227,2.41
311,12.986773252487184,77.36432790756227,5.39
312,12.98136591911316,77.36432790756227,2.62
313,12.975958585739136,77.36432790756227,3.31
314,12.970551252365112,77.36432790756227,2.01
315,12.965143918991089,77.36432790756227,6.84
316,12.959736585617065,77.36432790756227,2.83
317,12.954329252243042,77.36432790756227,1.61
318,12.948921918869019,77.36432790756227,0.78
319,12.943514585494995,77.36432790756227,0.09
320,13.132771253585815,77.36432790756227,0.92
321,12.938107252120972,77.36432790756227,0.44
322,12.932699918746948,77.36432790756227,0.17
323,12.927292585372925,77.36432790756227,6.57
324,12.921885251998901,77.36432790756227,1.58
325,12.916477918624878,77.36432790756227,2.53
326,12.905663251876831,77.36432790756227,2.31
327,12.900255918502808,77.36432790756227,4.45
328,12.894848585128784,77.36432790756227,6.74
329,12.88944125175476,77.36432790756227,2.16
330,13.127363920211792,77.36432790756227,7.29
331,12.884033918380736,77.36432790756227,0.95
332,12.878626585006714,77.36432790756227,0.39
333,12.87321925163269,77.36432790756227,1.2
334,12.867811918258667,77.36432790756227,2.4
335,12.862404584884644,77.36432790756227,0.33
336,12.85699725151062,77.36432790756227,5.37
337,12.851589918136597,77.36432790756227,3.32
338,12.846182584762573,77.36432790756227,1.11
339,12.84077525138855,77.36432790756227,0.77
340,12.835367918014526,77.36432790756227,5.81
341,13.121956586837769,77.36432790756227,1.49
342,12.829960584640505,77.36432790756227,9.71
343,12.819145917892456,77.36432790756227,17.71
344,12.813738584518433,77.36432790756227,8.54
345,12.80833125114441,77.36432790756227,0.8
346,12.802923917770386,77.36432790756227,5.46
347,12.797516584396362,77.36432790756227,1.68
348,12.792109251022339,77.36432790756227,3.39
349,12.786701917648315,77.36432790756227,0.75
350,12.781294584274292,77.36432790756227,1.06
351,13.116549253463745,77.36432790756227,2.81
352,12.775887250900269,77.36432790756227,1.84
353,12.770479917526245,77.36432790756227,1.37
354,12.765072584152222,77.36432790756227,0.56
355,13.111141920089722,77.36432790756227,2.93
356,13.105734586715698,77.36432790756227,0.07
357,13.148993253707886,77.60862350463867,5.08
358,13.100327253341675,77.60862350463867,8.78
359,13.094919919967651,77.60862350463867,17.48
360,13.089512586593628,77.60862350463867,51.9
361,13.078697919845581,77.36975669860841,3.43
362,13.073290586471558,77.36975669860841,1.01
363,13.067883253097534,77.36975669860841,4.98
364,13.06247591972351,77.36975669860841,5.43
365,13.057068586349487,77.36975669860841,5.13
366,13.051661252975464,77.36975669860841,5.83
367,13.143585920333862,77.36975669860841,0.51
368,13.04625391960144,77.36975669860841,4.77
369,13.040846586227415,77.36975669860841,2.55
370,13.035439252853394,77.36975669860841,0.24
371,13.03003191947937,77.36975669860841,1.62
372,13.024624586105347,77.36975669860841,2.47
373,13.019217252731323,77.36975669860841,0.74
374,13.0138099193573,77.36975669860841,2.92
375,13.008402585983276,77.36975669860841,1.47
376,13.002995252609253,77.36975669860841,2.54
377,12.99758791923523,77.36975669860841,1.64
378,12.992180585861206,77.36975669860841,6.82
379,12.986773252487184,77.36975669860841,1.32
380,12.98136591911316,77.36975669860841,1.01
381,12.975958585739136,77.36975669860841,1.82
382,12.970551252365112,77.36975669860841,1.64
383,12.965143918991089,77.36975669860841,5.32
384,12.959736585617065,77.36975669860841,1.74
385,12.954329252243042,77.36975669860841,0.61
386,12.948921918869019,77.36975669860841,1.01
387,12.943514585494995,77.36975669860841,1.73
388,13.132771253585815,77.36975669860841,13.44
389,12.938107252120972,77.36975669860841,0.51
390,12.932699918746948,77.36975669860841,1.93
391,12.927292585372925,77.36975669860841,3.18
392,12.921885251998901,77.36975669860841,3.98
393,12.916477918624878,77.36975669860841,0.4
394,12.911070585250854,77.36975669860841,2.45
395,12.900255918502808,77.36975669860841,0.32
396,12.894848585128784,77.36975669860841,5.0
397,12.88944125175476,77.36975669860841,1.68
398,13.127363920211792,77.36975669860841,5.81
399,12.884033918380736,77.36975669860841,1.06
400,12.878626585006714,77.36975669860841,1.55
401,12.87321925163269,77.36975669860841,0.19
402,12.867811918258667,77.36975669860841,2.69
403,12.862404584884644,77.36975669860841,0.47
404,12.85699725151062,77.36975669860841,2.15
405,12.851589918136597,77.36975669860841,1.87
406,12.846182584762573,77.36975669860841,0.59
407,12.84077525138855,77.36975669860841,0.16
408,12.835367918014526,77.36975669860841,2.78
409,13.121956586837769,77.36975669860841,0.8
410,12.829960584640505,77.36975669860841,6.64
411,12.82455325126648,77.36975669860841,40.23
412,12.813738584518433,77.36975669860841,48.66
413,12.80833125114441,77.36975669860841,4.9
414,12.802923917770386,77.36975669860841,13.65
415,12.797516584396362,77.36975669860841,2.1
416,12.792109251022339,77.36975669860841,4.09
417,12.786701917648315,77.36975669860841,2.4
418,12.781294584274292,77.36975669860841,1.56
419,13.116549253463745,77.36975669860841,4.72
420,12.775887250900269,77.36975669860841,1.39
421,12.770479917526245,77.36975669860841,0.01
422,12.765072584152222,77.36975669860841,0.27
423,13.111141920089722,77.36975669860841,5.49
424,13.105734586715698,77.36975669860841,1.58
425,13.148993253707886,77.6629114151001,1.97
426,13.100327253341675,77.6629114151001,0.7
427,13.094919919967651,77.6629114151001,0.6
428,13.089512586593628,77.6629114151001,0.97
429,13.084105253219604,77.6629114151001,1.57
430,13.073290586471558,77.37518548965456,1.38
431,13.067883253097534,77.37518548965456,5.23
432,13.06247591972351,77.37518548965456,12.3
433,13.057068586349487,77.37518548965456,5.14
434,13.051661252975464,77.37518548965456,1.57
435,13.143585920333862,77.37518548965456,2.0
436,13.04625391960144,77.37518548965456,4.95
437,13.040846586227415,77.37518548965456,7.42
438,13.035439252853394,77.37518548965456,2.32
439,13.03003191947937,77.37518548965456,2.66
440,13.024624586105347,77.37518548965456,0.89
441,13.019217252731323,77.37518548965456,7.78
442,13.0138099193573,77.37518548965456,5.0
443,13.008402585983276,77.37518548965456,0.58
444,13.002995252609253,77.37518548965456,1.64
445,12.99758791923523,77.37518548965456,3.59
446,13.138178586959839,77.37518548965456,0.95
447,12.986773252487184,77.37518548965456,0.54
448,12.98136591911316,77.37518548965456,5.53
449,12.975958585739136,77.37518548965456,3.69
450,12.970551252365112,77.37518548965456,1.89
451,12.965143918991089,77.37518548965456,2.5
452,12.959736585617065,77.37518548965456,3.19
453,12.954329252243042,77.37518548965456,0.39
454,12.948921918869019,77.37518548965456,1.54
455,12.943514585494995,77.37518548965456,4.45
456,13.132771253585815,77.37518548965456,0.29
457,12.938107252120972,77.37518548965456,1.45
458,12.932699918746948,77.37518548965456,0.74
459,12.927292585372925,77.37518548965456,4.32
460,12.921885251998901,77.37518548965456,2.86
461,12.916477918624878,77.37518548965456,0.03
462,12.911070585250854,77.37518548965456,1.17
463,12.905663251876831,77.37518548965456,0.0
464,12.894848585128784,77.37518548965456,5.55
465,12.88944125175476,77.37518548965456,4.13
466,13.127363920211792,77.37518548965456,1.54
467,12.884033918380736,77.37518548965456,1.21
468,12.878626585006714,77.37518548965456,0.94
469,12.87321925163269,77.37518548965456,1.23
470,12.867811918258667,77.37518548965456,2.41
471,12.862404584884644,77.37518548965456,2.18
472,12.85699725151062,77.37518548965456,1.92
473,12.851589918136597,77.37518548965456,4.8
474,12.846182584762573,77.37518548965456,0.81
475,12.84077525138855,77.37518548965456,0.32
476,12.835367918014526,77.37518548965456,2.98
477,13.121956586837769,77.37518548965456,13.66
478,12.829960584640505,77.37518548965456,10.27
479,12.82455325126648,77.37518548965456,31.87
480,12.819145917892456,77.37518548965456,75.09
481,12.80833125114441,77.37518548965456,15.72
482,12.802923917770386,77.37518548965456,13.6
483,12.797516584396362,77.37518548965456,4.83
484,12.792109251022339,77.37518548965456,3.2
485,12.786701917648315,77.37518548965456,3.57
486,12.781294584274292,77.37518548965456,3.01
487,13.116549253463745,77.37518548965456,3.89
488,12.775887250900269,77.37518548965456,2.63
489,12.770479917526245,77.37518548965456,1.46
490,12.765072584152222,77.37518548965456,2.81
491,13.111141920089722,77.37518548965456,4.68
492,13.105734586715698,77.37518548965456,2.37
493,13.148993253707886,77.71719932556151,0.44
494,13.100327253341675,77.71719932556151,3.35
495,13.094919919967651,77.71719932556151,5.31
496,13.089512586593628,77.71719932556151,20.84
497,13.084105253219604,77.71719932556151,3.91
498,13.078697919845581,77.71719932556151,4.49
499,13.067883253097534,77.38061428070068,14.59
500,13.06247591972351,77.38061428070068,7.77
501,13.057068586349487,77.38061428070068,1.88
502,13.051661252975464,77.38061428070068,1.8
503,13.143585920333862,77.38061428070068,3.59
504,13.04625391960144,77.38061428070068,5.14
505,13.040846586227415,77.38061428070068,9.01
506,13.035439252853394,77.38061428070068,8.2
507,13.03003191947937,77.38061428070068,1.87
508,13.024624586105347,77.38061428070068,0.69
509,13.019217252731323,77.38061428070068,4.08
510,13.0138099193573,77.38061428070068,2.5
511,13.008402585983276,77.38061428070068,1.22
512,13.002995252609253,77.38061428070068,0.9
513,12.99758791923523,77.38061428070068,3.41
514,13.138178586959839,77.38061428070068,2.24
515,12.992180585861206,77.38061428070068,4.54
516,12.98136591911316,77.38061428070068,6.85
517,12.975958585739136,77.38061428070068,1.46
518,12.970551252365112,77.38061428070068,2.78
519,12.965143918991089,77.38061428070068,1.41
520,12.959736585617065,77.38061428070068,14.79
521,12.954329252243042,77.38061428070068,0.34
522,12.948921918869019,77.38061428070068,0.85
523,12.943514585494995,77.38061428070068,2.06
524,13.132771253585815,77.38061428070068,4.35
525,12.938107252120972,77.38061428070068,3.54
526,12.932699918746948,77.38061428070068,2.83
527,12.927292585372925,77.38061428070068,4.11
528,12.921885251998901,77.38061428070068,5.96
529,12.916477918624878,77.38061428070068,5.69
530,12.911070585250854,77.38061428070068,7.46
531,12.905663251876831,77.38061428070068,4.7
532,12.900255918502808,77.38061428070068,2.5
533,12.88944125175476,77.38061428070068,4.74
534,13.127363920211792,77.38061428070068,4.45
535,12.884033918380736,77.38061428070068,1.5
536,12.878626585006714,77.38061428070068,2.02
537,12.87321925163269,77.38061428070068,2.11
538,12.867811918258667,77.38061428070068,3.56
539,12.862404584884644,77.38061428070068,3.34
540,12.85699725151062,77.38061428070068,4.24
541,12.851589918136597,77.38061428070068,7.05
542,12.846182584762573,77.38061428070068,3.68
543,12.84077525138855,77.38061428070068,0.36
544,12.835367918014526,77.38061428070068,1.02
545,13.121956586837769,77.38061428070068,2.28
546,12.829960584640505,77.38061428070068,9.35
547,12.82455325126648,77.38061428070068,6.8
548,12.819145917892456,77.38061428070068,7.47
549,12.813738584518433,77.38061428070068,5.62
550,12.802923917770386,77.38061428070068,7.06
551,12.797516584396362,77.38061428070068,7.69
552,12.792109251022339,77.38061428070068,0.61
553,12.786701917648315,77.38061428070068,1.03
554,12.781294584274292,77.38061428070068,5.4
555,13.116549253463745,77.38061428070068,1.12
556,12.775887250900269,77.38061428070068,14.78
557,12.770479917526245,77.38061428070068,15.21
558,12.765072584152222,77.38061428070068,3.73
559,13.111141920089722,77.38061428070068,1.24
560,13.105734586715698,77.38061428070068,0.67
561,13.148993253707886,77.77148723602295,3.0
562,13.100327253341675,77.77148723602295,4.6
563,13.094919919967651,77.77148723602295,8.03
564,13.089512586593628,77.77148723602295,7.01
565,13.084105253219604,77.77148723602295,13.13
566,13.078697919845581,77.77148723602295,46.04
567,13.073290586471558,77.77148723602295,55.05
568,13.06247591972351,77.38604307174683,7.32
569,13.057068586349487,77.38604307174683,1.02
570,13.051661252975464,77.38604307174683,2.63
571,13.143585920333862,77.38604307174683,0.36
572,13.04625391960144,77.38604307174683,2.16
573,13.040846586227415,77.38604307174683,3.75
574,13.035439252853394,77.38604307174683,4.1
575,13.03003191947937,77.38604307174683,4.9
576,13.024624586105347,77.38604307174683,10.11
577,13.019217252731323,77.38604307174683,8.2
578,13.0138099193573,77.38604307174683,6.01
579,13.008402585983276,77.38604307174683,8.75
580,13.002995252609253,77.38604307174683,3.11
581,12.99758791923523,77.38604307174683,2.26
582,13.138178586959839,77.38604307174683,1.89
583,12.992180585861206,77.38604307174683,6.64
584,12.986773252487184,77.38604307174683,12.3
585,12.975958585739136,77.38604307174683,2.89
586,12.970551252365112,77.38604307174683,1.72
587,12.965143918991089,77.38604307174683,4.06
588,12.959736585617065,77.38604307174683,3.17
589,12.954329252243042,77.38604307174683,1.19
590,12.948921918869019,77.38604307174683,0.25
591,12.943514585494995,77.38604307174683,0.05
592,13.132771253585815,77.38604307174683,1.83
593,12.938107252120972,77.38604307174683,3.11
594,12.932699918746948,77.38604307174683,10.25
595,12.927292585372925,77.38604307174683,13.92
596,12.921885251998901,77.38604307174683,4.54
597,12.916477918624878,77.38604307174683,3.9
598,12.911070585250854,77.38604307174683,5.13
599,12.905663251876831,77.38604307174683,6.6
600,12.900255918502808,77.38604307174683,2.09
601,12.894848585128784,77.38604307174683,4.11
602,13.127363920211792,77.38604307174683,3.01
603,12.884033918380736,77.38604307174683,5.78
604,12.878626585006714,77.38604307174683,0.31
605,12.87321925163269,77.38604307174683,1.74
606,12.867811918258667,77.38604307174683,2.0
607,12.862404584884644,77.38604307174683,2.14
608,12.85699725151062,77.38604307174683,6.04
609,12.851589918136597,77.38604307174683,10.48
610,12.846182584762573,77.38604307174683,7.56
611,12.84077525138855,77.38604307174683,1.62
612,12.835367918014526,77.38604307174683,0.13
613,13.121956586837769,77.38604307174683,1.33
614,12.829960584640505,77.38604307174683,10.11
615,12.82455325126648,77.38604307174683,11.73
616,12.819145917892456,77.38604307174683,8.37
617,12.813738584518433,77.38604307174683,3.55
618,12.80833125114441,77.38604307174683,3.31
619,12.911070585250854,77.36432790756227,4.88
620,12.82455325126648,77.36432790756227,22.27
621,13.084105253219604,77.60862350463867,37.76
622,13.138178586959839,77.60862350463867,7.12
623,12.905663251876831,77.60862350463867,16.09
624,12.819145917892456,77.60862350463867,13.41
625,13.084105253219604,77.61405229568481,37.25
626,13.138178586959839,77.61405229568481,6.4
627,12.905663251876831,77.61405229568481,56.49
628,12.819145917892456,77.61405229568481,39.38
629,13.084105253219604,77.61948108673096,0.92
630,13.138178586959839,77.61948108673096,5.23
631,12.905663251876831,77.61948108673096,21.58
632,12.819145917892456,77.61948108673096,8.05
